LoanAmount,AnnualIncome,MonthlyNetSalary,InterestRate,NumberOfLoan,NumberOfDelayedPayment,OutstandingDebt,DebtToIncomeRatio,MonthsOfCreditHistory,PaymentOfMinimumAmount,MonthlyInstallmentAmount,AmountInvestedMonthly,MonthlyBalance,CreditScore
1840.62,167067.08,13909.26,2,1,1,753.58,5.41,330,0,115.51,553.88,971.53,621
2160.49,167067.08,13909.26,2,1,1,753.58,5.41,331,0,115.51,224.01,1291.4,555
1588.97,167067.08,13909.26,2,1,1,753.58,5.41,334,0,115.51,835.53,719.88,589
2614.81,81887.8,7079.98,26,6,14,1882.85,27.59,197,1,407.48,256.04,324.48,448
2589.35,81887.8,7079.98,26,6,14,1882.85,27.59,200,1,407.48,281.5,299.02,370
316.44,10412.23,761.69,10,3,13,4.5,0.52,355,1,18.84,24.23,293.1,824
292.77,10412.23,761.69,10,3,10,4.5,0.52,358,1,18.84,57.9,269.43,707
312.25,10412.23,761.69,10,3,13,4.5,0.52,360,1,18.84,0,288.91,731
295.57,10412.23,761.69,10,3,13,4.5,0.52,361,1,18.84,75.1,272.23,379
1950.35,9134.42,1051.2,15,3,12,1621.28,212.99,188,1,15.95,46.05,313.12,745
1936.51,9134.42,1051.2,15,3,12,1621.28,212.99,190,1,15.95,79.88,299.28,639
1937.48,9134.42,1051.2,15,3,12,1621.28,212.99,191,1,15.95,78.92,300.25,325
1923.49,9134.42,1051.2,15,3,4106,1621.28,212.99,194,1,15.95,92.91,286.26,661
1991.12,128916.04,10898,8,2,10,839.76,7.82,257,0,181.46,178.44,969.9,771
598.85,32382.97,2897.58,8,4,19,108.94,4.04,188,1,74.4,79.85,415.51,762
463.95,32382.97,2897.58,8,4,19,108.94,4.04,190,1,74.4,204.75,280.61,692
473.07,32382.97,2897.58,8,4,19,108.94,4.04,191,0,74.4,215.63,289.73,679
575.89,32382.97,2897.58,8,4,19,108.94,4.04,194,1,74.4,72.81,392.55,551
3270.12,58754.97,5189.25,29,5,17,2632.8,53.77,163,1,236.57,151.6,400.75,518
3329.3,58754.97,5189.25,29,5,16,2632.8,53.77,166,1,236.57,72.42,459.93,666
1806,16444.42,1411.37,24,3,21,1445.18,105.46,224,1,31.13,20.32,329.69,458
2037.76,30624.62,2319.05,11,6,18,1738.56,68.12,111,1,111.84,212.7,187.36,804
2142.06,30624.62,2319.05,11,6,18,1738.56,68.12,112,1,111.84,98.4,291.66,636
5853.85,68299.4,5074.94,31,7,21,4913.68,86.33,84,1,589.19,176.67,350.98,699
927.73,65024.22,5532.69,3,2,20,625.89,11.55,210,0,59,531.43,242.84,689
1182.62,57878.7,5109.22,13,1,19,693.23,14.37,222,0,41.26,311.53,448.13,842
1137.62,57878.7,5109.22,13,1,20,693.23,14.37,227,0,41.26,356.53,403.13,642
1749.56,56180.84,4540.74,33,5,14,1421.62,30.37,216,1,195.35,396.14,132.59,476
1946.69,63928.95,5062.41,8,4,17,1290.64,24.23,229,0,184.03,90.19,472.02,679
1943.39,63928.95,5062.41,8,4,17,1290.64,24.23,230,1,184.03,133.49,468.72,754
999.44,31460.89,2480.74,2,1,5,661.01,25.21,332,0,23.86,179.64,314.57,732
1077.31,31460.89,2480.74,2,1,4,661.01,25.21,337,0,23.86,81.77,392.44,544
2637.52,41654.62,3512.22,25,7,20,2097.37,60.42,147,1,138.71,61.08,401.44,452
1725.36,85421.19,7079.43,10,1,13,1203.57,16.91,205,1,38.05,446.15,483.74,665
2006.58,85421.19,7079.43,10,1,14,1203.57,16.91,207,1,38.05,154.93,764.96,834
1696.01,85421.19,7079.43,10,1,13,1203.57,16.91,208,1,38.05,485.5,454.39,846
34812.64,11280.55,1068.05,11,2,11,817.93,87.01,190,1,33670,56.58,324.71,646
1169.79,11280.55,1068.05,11,2,15,817.93,87.01,194,1,15.51,44.94,336.35,834
3981.74,51508.62,4259.39,30,7,24,3636.05,84.71,119,0,255.68,370.25,90.01,388
4135.58,51508.62,4259.39,30,7,24,3636.05,84.71,120,1,255.68,176.41,243.85,451
1370.39,22609.45,2102.12,15,3,15,1065.82,56.57,396,0,50.77,195.65,253.8,770
1412.77,22609.45,2102.12,15,3,14,1065.82,56.57,397,1,50.77,133.26,296.18,775
1157.58,21713.61,2076.47,20,1,9,748.62,41.37,293,1,11.71,48.69,397.25,642
1028.62,21713.61,2076.47,20,1,6,748.62,41.37,294,1,11.71,207.65,268.29,726
1171.01,21713.61,2076.47,20,1,8,748.62,41.37,296,1,11.71,35.26,410.68,801
1152.63,21713.61,2076.47,20,1,9,748.62,41.37,299,1,11.71,53.64,392.3,779
1812.78,112853.22,9552.44,4,2,3,732.33,7.79,202,0,127.07,114.79,953.38,769
1856.89,112853.22,9552.44,4,2,0,732.33,7.79,203,0,127.07,70.68,997.49,765
4793.63,50891.94,4082,29,7,15,4177.59,98.50,23,1,222.54,32.15,393.5,393
4764.11,50891.94,4082,29,7,17,4177.59,98.50,25,1,222.54,81.67,363.98,518
4732.95,50891.94,4082,29,7,19,4177.59,98.50,29,0,222.54,122.83,332.82,426
1692.21,92186.19,7487.18,12,4,0,809.01,10.53,249,0,185.8,115.52,697.4,552
2041.5,20618.37,1425.2,22,2,19,1681.09,97.84,219,1,21.81,62.11,338.6,496
2019.16,20618.37,1425.2,22,2,21,1681.09,97.84,221,1,21.81,94.46,316.26,348
2061.08,20618.37,1425.2,22,2,20,1681.09,97.84,225,1,21.81,42.53,358.18,453
1742.71,107313.84,9242.82,17,0,17,794.53,8.88,301,0,0,236.1,948.18,734
1210.98,107313.84,9242.82,17,0,666,794.53,8.88,302,0,0,787.83,416.45,765
1140.37,107313.84,9242.82,17,0,19,794.53,8.88,306,0,0,848.44,345.84,584
3117.91,81658.48,7016.87,33,7,24,2396.62,35.22,200,1,393.13,260.39,328.16,331
3121.64,81658.48,7016.87,33,7,22,2396.62,35.22,201,0,393.13,236.66,331.89,449
1209.06,27697.18,2283.1,19,3,13,824.16,35.71,201,1,45.04,103.41,339.86,728
1178.77,27697.18,2283.1,19,3,12,824.16,35.71,204,0,45.04,133.71,309.57,607
1037.95,27697.18,2283.1,19,3,11,824.16,35.71,205,1,45.04,304.53,168.75,628
1213.49,27697.18,2283.1,19,3,10,824.16,35.71,208,0,45.04,128.99,344.29,550
4708.92,56544,4524,20,9,20,4247.61,90.14,83,1,281.58,281.09,179.73,791
4678.17,56544,4524,20,9,20,4247.61,90.14,87,1,281.58,291.83,148.98,544
2501.61,49136.88,4082.74,12,6,13,1933.38,47.22,150,1,184.72,80.05,383.51,721
2335.71,49136.88,4082.74,12,6,13,1933.38,47.22,152,1,184.72,295.95,217.61,338
1740.41,20229.03,1966.75,10,3,11,1352.13,80.21,280,0,35.33,48.39,352.95,843
1650.39,20229.03,1966.75,10,3,6,1352.13,80.21,281,0,35.33,168.41,262.93,788
2972.49,18065,1614.42,28,9,18,2580.19,171.39,235,1,119.73,59.15,272.57,762
3014.72,18065,1539.59,28,9,18,2580.19,171.39,238,0,194.55,91.74,239.98,341
2955.73,18065,1539.59,28,9,18,2580.19,171.39,239,1,194.55,150.73,180.99,320
1447.21,115494.2,9465.52,9,2,3,1335.24,13.87,297,0,106.58,1124.59,5.39,614
2196.14,115494.2,9465.52,9,2,4,1335.24,13.87,299,0,106.58,365.65,754.32,578
2406.74,115494.2,9465.52,9,2,3,1335.24,13.87,300,0,106.58,115.05,964.92,644
2322.57,115494.2,9465.52,9,2,3,1335.24,13.87,304,0,106.58,219.23,880.75,502
3399.74,44768.76,4021.73,34,9,16,2989.37,80.13,28,1,272.1,271.81,138.27,770
3371.76,44768.76,4021.73,34,9,14,2989.37,80.13,30,1,272.1,279.78,110.29,807
3537.48,44768.76,4021.73,34,9,17,2989.37,80.13,31,1,272.1,104.07,276.01,668
3359.3,44768.76,4021.73,34,9,16,2989.37,80.13,33,1,272.1,312.25,97.83,850
3498.67,44768.76,4021.73,34,9,13,2989.37,80.13,34,1,272.1,152.87,237.2,733
3596.8,44768.76,4021.73,34,9,16,2989.37,80.13,35,1,272.1,44.74,335.33,630
1734.14,64696.24,5319.35,9,4,8,1038.25,19.26,374,0,122.81,86.05,573.08,303
1631.26,64696.24,5319.35,9,4,7,1038.25,19.26,375,0,122.81,188.92,470.2,494
3062,9853.86,720.15,22,6,16,2763.66,336.56,146,1,46.93,63.67,251.41,402
3071.1,9853.86,720.15,22,6,16,2763.66,336.56,148,1,46.93,24.57,260.51,698
652.17,58511.78,5016.98,2,0,6,404.05,8.29,319,0,0,543.57,248.12,542
1013.5,58511.78,5016.98,2,0,6,404.05,8.29,320,0,0,142.25,609.45,568
913.64,58511.78,5016.98,2,0,8,404.05,8.29,325,0,0,252.11,509.59,549
1300.49,10486.2,592.85,6,3,13,1001.56,114.61,97,1,20.78,50.35,278.15,750
1312.22,10486.2,592.85,6,3,10,1001.56,114.61,102,1,20.78,28.62,289.88,653
1152.1,41597.89,3691.49,6,0,14,611.96,17.65,219,0,0,69.01,540.14,806
1183.79,41597.89,3691.49,6,0,11,611.96,17.65,220,0,0,47.32,571.83,759
1023.2,41597.89,3691.49,6,0,8,611.96,17.65,221,0,0,227.91,411.24,608
2993.65,36029.3,3057.44,32,8,18,2608.97,86.89,43,1,141.89,211.07,242.79,672
2989.46,36029.3,3057.44,32,8,16,2608.97,86.89,46,1,141.89,215.26,238.6,458
1155.89,78035.96,6212,17,6,17,429.44,6.60,230,1,365.1,134.75,361.35,823
1173.54,78035.96,6212,17,6,15,429.44,6.60,231,1,365.1,117.09,379,635
1161.53,78035.96,6212,17,6,17,429.44,6.60,236,1,365.1,129.1,366.99,727
1910.24,63648.12,5357.01,10,1,8,1223.86,23.07,290,0,26.59,99.32,659.79,658
1837.88,63648.12,5357.01,10,1,8,1223.86,23.07,293,0,26.59,211.68,587.43,664
895.42,67481.24,5446.44,19,1,20,176.06,3.13,215,1,32.13,75.29,687.23,748
821.53,67481.24,5446.44,19,1,20,176.06,3.13,220,1,32.13,159.18,613.34,731
863.1,67481.24,5446.44,19,1,20,176.06,3.13,221,1,32.13,117.6,654.91,706
76440.69,20802.77,1487.56,7,4,19,2404.81,138.72,160,1,73709,44.37,326.88,584
1024.08,38574.32,2959.53,17,1,13,668.78,20.80,390,0,21.31,220.66,333.99,648
862.72,38574.32,2959.53,17,1,13,668.78,20.80,392,0,21.31,392.01,172.63,715
4642.74,60176.61,4989.72,34,8,21,4176.76,83.29,143,1,246.92,313,219.06,392
27706.91,60176.61,4989.72,34,8,21,4176.76,83.29,144,1,23082,43.9,448.15,394
4745.4,60176.61,4989.72,34,8,21,4176.76,83.29,149,1,246.92,190.34,321.72,480
2360.85,53354.85,4633.24,24,4,20,1966.12,44.22,185,1,162.25,348.59,232.48,439
2524.74,53354.85,4633.24,24,4,17,1966.12,44.22,187,1,162.25,164.7,396.37,444
44164.2,53354.85,4633.24,24,4,17,1966.12,44.22,188,0,41951,343.99,247.08,453
2931.3,14252.75,1434.73,22,6,25,2649.82,223.10,87,1,62.9,151.99,218.58,377
74473.66,15480.03,1228,8,0,0,928.78,72.00,325,0,73228,95.92,316.88,454
569.23,19436.31,1849.69,8,4,8,244.27,15.08,308,0,32.45,150.01,292.51,563
727.69,19889.44,1756.45,11,7,13,369.64,22.30,117,1,60.93,77.6,297.12,813
622.88,19889.44,1756.45,11,7,13,369.64,22.30,118,1,60.93,212.41,192.31,639
3397.27,30447.38,2649.28,27,6,21,3141.05,123.80,119,0,109.53,298.71,146.69,361
63527.09,30447.38,2649.28,27,6,23,3141.05,123.80,123,1,60022,41.36,364.04,655
993.98,119443.29,10071.61,1,3,14,418.28,4.20,344,0,183.79,721.46,391.91,690
1239.4,119443.29,10071.61,1,3,11,418.28,4.20,345,0,183.79,446.04,637.33,643
1312.35,119443.29,10071.61,1,3,11,418.28,4.20,346,0,183.79,363.09,710.28,849
996.55,119443.29,10071.61,1,3,11,418.28,4.20,347,0,183.79,698.89,394.48,838
1905.03,19190.67,1775.22,7,5,18,1644.44,102.83,183,0,54.15,206.94,206.44,802
2014.13,19190.67,1775.22,7,5,21,1644.44,102.83,187,1,54.15,97.83,315.54,303
2006.84,19190.67,1775.22,7,5,18,1644.44,102.83,188,1,54.15,105.12,308.25,481
1127.67,29485.44,2644.12,2,0,11,679.47,27.65,222,0,0,76.21,448.2,443
1134.47,29485.44,2644.12,2,0,11,679.47,27.65,227,0,0,89.41,455,339
1798.32,44393.86,3504.49,12,2,11,1270.97,34.36,250,1,63.79,73.1,463.56,453
1880.55,8057.72,925.48,32,2,9,1558.88,232.16,69,1,7.05,40.88,314.62,486
1842.48,8057.72,925.48,32,2,9,1558.88,232.16,70,1,7.05,88.95,276.55,407
1877.58,8057.72,925.48,32,2,9,1558.88,232.16,75,1,7.05,53.85,311.65,301
1296.81,30678.97,2444.58,2,4,12,828.7,32.41,326,0,53.74,26.35,414.37,478
891.27,13190.35,1131.2,5,1,23,578.6,52.64,341,1,9.9,80.45,302.77,638
894.09,13190.35,1131.2,5,1,20,578.6,52.64,342,1,9.9,47.64,305.59,736
891.02,13190.35,1131.2,5,1,20,578.6,52.64,344,1,9.9,90.7,302.52,310
911.88,13190.35,1131.2,5,1,20,578.6,52.64,347,0,9.9,59.85,323.38,316
4105,17692.27,1335.36,29,6,22,3762.64,255.21,131,1,78.45,41.17,263.91,387
4018.74,17692.27,1335.36,29,6,25,3762.64,255.21,137,1,78.45,167.44,177.65,654
1301.26,59907.78,4851.32,12,2,16,719.35,14.41,357,0,67.26,153.23,514.65,729
1394,59907.78,4851.32,12,2,14,719.35,14.41,360,0,67.26,50.48,607.39,706
700.02,28497.51,2542.79,4,1,11,288.92,12.17,242,0,21.65,133.18,389.45,752
691.12,28497.51,2542.79,4,1,8,288.92,12.17,244,0,21.65,102.08,380.55,832
642.08,28497.51,2542.79,4,1,8,288.92,12.17,248,0,21.65,171.12,331.51,677
1635.04,57327.3,4605.28,17,0,9,1319.42,27.62,186,0,0,424.9,315.62,714
1947.03,57327.3,4605.28,17,0,11,1319.42,27.62,191,0,0,82.92,627.61,729
2013.78,53808.81,4490.07,19,3,18,1570.43,35.02,221,1,119.08,285.65,324.27,380
2194.07,53808.81,4490.07,19,3,17,1570.43,35.02,222,1,119.08,75.37,504.56,372
2196.61,53808.81,4490.07,19,3,18,1570.43,35.02,228,1,119.08,62.82,507.1,357
1205.8,89367.27,7276.27,8,2,7,716.97,9.63,249,0,148.64,498.8,340.19,783
2857.73,81463.6,6796.63,16,4,11,2027.76,29.87,108,0,178.69,89.69,651.28,483
2839.36,81463.6,6796.63,16,4,9,2027.76,29.87,112,1,178.69,118.06,632.91,442
2601.65,81463.6,6796.63,16,4,11,2027.76,29.87,113,1,178.69,385.77,395.2,502
3104.51,9298.42,685.87,19,9,20,2820.44,363.99,102,1,57.85,44.51,226.22,375
3137.38,12160681,685.87,19,9,21,2820.44,0.28,108,1,57.85,41.64,259.09,356
1777.26,70481.19,5584.43,16,0,10,1087.1,18.51,308,1,0,108.29,690.16,678
1702.6,70481.19,5584.43,16,0,10,1087.1,18.51,309,1,0,192.94,615.5,850
1759.51,70481.19,5584.43,16,0,10,1087.1,18.51,314,1,0,136.03,672.41,412
2071.77,15867.45,1468.29,22,2,12,1773.9,134.15,212,1,18.34,138.95,279.53,489
3795.54,68144.8,5738.73,19,9,21,3320.25,58.47,105,1,257.89,358.58,217.4,349
3886.13,68144.8,5738.73,19,9,21,3320.25,58.47,106,1,257.89,298,307.99,366
3788.02,68144.8,5738.73,19,9,21,3320.25,58.47,109,1,257.89,386.1,209.88,324
2680.89,7762.6,712.88,17,2,14,2407.95,372.24,112,1,10.55,88.34,262.39,358
2696.08,7762.6,712.88,17,2,14,2407.95,372.24,114,0,10.55,43.15,277.58,452
41100.48,7762.6,712.88,17,2,14,2407.95,372.24,118,0,38403,21.2,289.53,330
1812.79,20455.05,1959.59,29,9,18,1416.41,83.09,97,1,92.92,69.58,303.46,430
1697.79,20455.05,1959.59,29,9,18,1416.41,83.09,98,1,92.92,204.58,188.46,516
1603.78,26135.86,2009.99,6,2,8,1233.42,56.63,321,1,33.71,110.63,336.65,711
1503.22,26135.86,2009.99,6,2,11,1233.42,56.63,324,1,33.71,221.2,236.09,610
1568.53,26135.86,2009.99,6,2,8,1233.42,56.63,326,1,33.71,135.88,301.4,554
78398.93,44740.76,4009.4,11,0,23,435.21,11.67,311,0,77399,76.22,564.72,736
5363.15,57264,4933,30,8,17,4730.75,99.14,125,0,283.62,100.9,348.78,352
5410.81,57264,4933,30,8,15,4730.75,99.14,127,1,283.62,53.24,396.44,457
5368.08,57264,4933,30,8,17,4730.75,99.14,130,1,283.62,95.97,353.71,793
2003.05,57920.58,4640.72,16,3,8,1434.54,29.72,75,1,107.28,145.56,461.23,485
2083.78,57920.58,4640.72,16,3,9,1434.54,29.72,79,1,107.28,54.83,541.96,338
2060.21,57920.58,4640.72,16,3,8,1434.54,29.72,81,1,107.28,98.4,518.39,475
1218.95,19005746,8505.78,8,4,13,294.33,0.02,105,1,344.5,165.97,580.12,686
1106.39,105345.4,8505.78,8,4,10,294.33,3.35,107,0,344.5,288.52,467.56,816
771.22,20223,1614.25,15,5,15,393.55,23.35,83,1,73.64,23.75,304.03,767
701.19,20223,1614.25,15,5,15,393.55,23.35,88,0,73.64,143.78,234,514
1830.67,52384.83,4238.4,20,7,16,1533.79,35.14,84,1,265.52,396.97,31.36,430
815.24,65945.7,5486.47,8,0,5,215.05,3.91,220,0,0,198.46,600.19,829
38356.85,81168.84,6950.07,2,3,3,1367.13,20.21,263,0,36390,170.48,599.72,471
1702.99,81168.84,6950.07,2,3,0,1367.13,20.21,264,0,184.81,639.15,151.05,424
1626.86,9536.42,769.7,26,6,22,1298.56,163.40,235,0,37.09,28.67,291.21,369
1638.19,9536.42,769.7,26,6,22,1298.56,163.40,236,1,37.09,27.34,302.54,518
1580.65,9536.42,769.7,26,6,22,1298.56,163.40,240,1,37.09,74.88,245,815
1183.32,174921.92,14707.83,12,0,10,927.27,6.36,270,0,0,1494.73,256.05,757
2438.25,174921.92,14707.83,12,0,10,927.27,6.36,271,0,0,199.8,1510.98,633
5103.55,17057.83,1618.49,24,6,22,4832.8,339.98,59,1,65.83,181.1,204.92,331
5136.7,17057.83,1618.49,24,6,20,4832.8,339.98,60,1,65.83,137.95,238.07,384
5159.43,17057.83,1618.49,24,6,22,4832.8,339.98,63,1,65.83,115.22,260.8,767
5001.03,19605.79,1839.82,21,8,16,4679.67,286.43,73,1,94.52,132.62,226.84,720
5059.25,19605.79,1839.82,21,8,16,4679.67,286.43,76,1,94.52,94.4,285.06,411
4000.48,14161.12,1284.09,24,6,26,3754.62,318.16,65,1,44,172.56,201.86,398
4107.14,14161.12,1284.09,24,6,25,3754.62,318.16,70,1,44,45.9,308.52,409
1699.51,14632.3,996.36,11,2,11,1373.01,112.60,260,0,15.87,13.13,310.63,619
1688.71,14632.3,996.36,11,2,13,1373.01,112.60,262,0,15.87,23.94,299.83,550
1850,102927.08,8736.26,5,2,13,1388.93,16.19,256,1,111.99,692.55,349.08,735
1404.3,14367.78,1015.32,7,0,0,1104.44,92.24,273,0,0,91.67,299.86,501
606.11,37070,2939.17,4,4,11,387.26,12.54,338,0,103.09,365.06,115.76,548
652.48,36398.14,2954.18,4,1,12,248.38,8.19,209,0,19.5,161.32,384.6,793
632.23,36398.14,2954.18,4,1,12,248.38,8.19,215,0,19.5,201.57,364.35,461
877.43,62953.62,5083.14,1,0,9,437.9,8.35,217,0,0,348.78,439.53,520
1129.85,62953.62,5083.14,1,0,12,437.9,8.35,220,0,0,56.37,691.95,609
2228.92,31786.98,2944.92,31,4,14,2029.21,76.61,91,1,105.09,384.79,94.62,317
2269.18,31786.98,2944.92,31,4,14,2029.21,76.61,93,1,105.09,344.53,134.88,516
616.27,35681.42,2918.45,6,2,8,133.3,4.48,292,0,53.78,68.87,429.19,813
630.48,35681.42,2918.45,6,2,8,133.3,4.48,296,0,53.78,44.67,443.4,675
588.06,35681.42,2918.45,6,2,8,133.3,4.48,298,0,53.78,87.08,400.98,848
1135.95,24418.33,2304.86,10,2,13,726.39,35.70,300,1,27.86,70.93,381.7,846
1140.52,24418.33,2304.86,10,2,13,726.39,35.70,302,1,27.86,106.35,386.27,488
1032.18,24418.33,2304.86,10,2,13,726.39,35.70,305,1,27.86,214.69,277.93,381
2872.61,76428,6532,16,6,16,2136.57,33.55,163,1,330.76,197.16,405.28,758
2895.89,76428,6532,16,6,16,2136.57,33.55,164,1,330.76,133.89,428.56,415
1471.34,57602.6,4721.22,19,1,12,933.83,19.45,256,1,41.71,194.61,495.8,796
1378.75,57602.6,4721.22,19,1,11,933.83,19.45,258,1,41.71,307.21,403.21,683
1581.67,57602.6,4721.22,19,1,10,933.83,19.45,259,1,41.71,64.28,606.13,704
1528.85,7801076,4721.22,19,1,9,933.83,0.14,262,1,41.71,167.1,553.31,470
1579.57,57602.6,4721.22,19,1,7,933.83,19.45,263,1,41.71,76.39,604.03,374
1047.34,62253.54,5223.8,10,4,5,355.34,6.85,362,0,181.08,80.38,510.92,447
1022.07,62253.54,5223.8,10,4,7,355.34,6.85,363,0,181.08,95.64,485.65,305
1055.97,62253.54,5223.8,10,4,5,355.34,6.85,364,0,181.08,71.75,519.55,309
1354.18,11919.42,1088.29,4,1,20,1073.98,108.12,208,0,9.88,118.63,270.32,547
1369.3,11919.42,1088.29,4,1,23,1073.98,108.12,212,0,9.88,103.51,285.44,583
1396.63,11919.42,1088.29,4,1,20,1073.98,108.12,213,0,9.88,76.18,312.77,527
3982.83,20528.59,1900.72,32,9,15,3578.54,209.18,64,1,127.9,55.78,276.39,428
3936.97,20528.59,1900.72,32,9,15,3578.54,209.18,66,1,127.9,121.64,230.53,429
2795.26,108734.13,8077.4,9,2,11,1105.29,12.20,240,1,910.33,202.42,779.64,753
2822.31,108734.13,8077.4,9,2,11,1105.29,12.20,241,1,910.33,165.37,806.69,610
2572.42,108734.13,8077.4,9,2,12,1105.29,12.20,244,1,910.33,455.26,556.8,616
2748.26,108734.13,8077.4,9,2,11,1105.29,12.20,245,0,910.33,279.42,732.64,606
1175.12,20436.32,1785.03,7,2,1,783.77,46.02,275,0,20.37,67.15,370.98,798
1155.89,20436.32,1785.03,7,2,0,783.77,46.02,276,0,20.37,86.38,351.75,812
1391.56,114897.2,9333.77,11,4,7,620.8,6.48,231,0,338.04,422.61,432.72,791
1406.39,114897.2,9333.77,11,4,4,620.8,6.48,233,0,338.04,427.79,447.55,717
1568.07,114897.2,9333.77,11,4,7,620.8,6.48,237,0,338.04,226.1,609.23,528
2287.94,69851.4,5581.95,23,3,10,1713.36,29.43,202,0,140.73,233.62,433.85,449
5229.53,60061.64,4719.14,24,6,20,4771.2,95.33,69,1,169.29,303.59,289.04,736
2351.86,14937.63,1495.8,27,5,12,2031.23,163.18,171,1,60.37,118.95,260.26,452
2386.43,14937.63,1495.8,27,5,14,2031.23,163.18,172,1,60.37,54.39,294.83,355
4250.9,8137.63,680.14,34,8,24,3938.7,580.81,23,1,53.34,15.81,258.86,362
4261.69,8137.63,680.14,34,8,21,3938.7,580.81,29,1,53.34,35.02,269.65,686
32358.93,34628.06,3041.67,4,1,3,1024.5,35.50,279,0,30891,89.05,443.43,525
1406.56,34628.06,3041.67,4,1,3,1024.5,35.50,281,0,21.69,202.11,360.37,629
1403.5,34628.06,3041.67,4,1,3,1024.5,35.50,282,0,21.69,195.17,357.31,552
1546.53,34628.06,3041.67,4,1,3,1024.5,35.50,286,0,21.69,22.14,500.34,835
1378.9,61358.66,4859.22,7,1,14,1025.81,20.06,231,0,32.87,422.84,320.22,629
1632.05,61358.66,4859.22,7,1,18,1025.81,20.06,232,0,32.87,129.69,573.37,624
1378.62,34980.21,2616.02,18,4,8,937.32,32.15,315,0,66.8,100.3,374.5,803
1221.7,34980.21,2616.02,18,4,8,937.32,32.15,316,0,66.8,267.22,217.58,823
1315.17,34980.21,2616.02,18,4,8,937.32,32.15,320,0,66.8,163.76,311.05,636
1718.96,130682.94,10605.25,1,4,9,752.98,6.91,345,0,263.38,354.55,702.6,593
25491.86,130682.94,10605.25,1,4,8,752.98,6.91,351,0,23857,155.26,881.88,556
675.02,48996.08,3799.01,12,4,19,285.29,6.99,216,1,135.68,250.16,254.05,668
4242.2,44784.78,3783.07,21,9,23,3735.23,100.08,139,1,276.27,161.34,230.7,837
4304.53,44784.78,3783.07,21,9,26,3735.23,100.08,141,1,276.27,59.01,293.03,810
478.69,39066.64,3213.55,8,2,3,6.84,0.21,265,0,34.3,99.51,437.55,607
492.89,39066.64,3213.55,8,2,0,6.84,0.21,266,0,34.3,85.31,451.75,575
513.75,39066.64,3213.55,8,2,0,6.84,0.21,267,0,34.3,64.44,472.61,789
527.55,39066.64,3213.55,8,2,0,6.84,0.21,269,0,34.3,50.65,486.41,524
1195.66,73683.69,5952.31,9,3,10,520.26,8.47,387,1,152.87,169.83,522.53,680
1079.28,73683.69,5952.31,9,3,10,520.26,8.47,389,1,152.87,326.21,406.15,643
1204.51,73683.69,5952.31,9,3,7,520.26,8.47,391,1,152.87,160.98,531.38,736
2488.54,57792.3,4665.03,29,3,10,1938.26,40.25,126,1,133.82,176.22,416.46,434
2580.86,57792.3,4665.03,29,3,11,1938.26,40.25,131,1,133.82,83.9,508.78,452
2597.85,57792.3,4665.03,29,3,8,1938.26,40.25,132,1,133.82,56.91,525.77,462
1970.77,85480.41,7093.37,9,2,5,1355.23,19.03,303,0,76.51,373.8,539.03,540
2972.67,85480.41,6285.48,9,2,3,1355.23,19.03,309,0,884.39,139.78,733.05,618
3093.74,152252.24,11346.17,1,2,4,522.89,4.12,374,0,1568.86,295.93,1001.99,562
3090.16,152252.24,11346.17,1,2,4,522.89,4.12,375,0,1568.86,309.51,998.41,563
1128.58,34500.94,2644.08,20,2,17,899.48,31.29,253,0,38.77,325.3,190.33,848
1308.3,34500.94,2644.08,20,2,17,899.48,31.29,258,1,38.77,105.58,370.05,743
2212.94,16183.75,1393.65,17,2,18,1868.92,138.58,165,1,24.57,75.35,319.45,412
2224.66,16183.75,1393.65,17,2,17,1868.92,138.58,170,1,24.57,63.63,331.17,724
2116.42,16183.75,1393.65,17,2,21,1868.92,138.58,171,1,24.57,181.86,222.93,331
2181.03,16183.75,1393.65,17,2,18,1868.92,138.58,172,1,24.57,107.26,287.54,459
1730.6,17682.71,1599.56,14,2,14,1494,101.39,131,1,23.6,213.36,213,693
1883.77,17682.71,1599.56,14,2,13,1494,101.39,132,1,23.6,50.19,366.17,669
822.2,69363.87,6028.32,19,6,10,449.06,7.77,205,1,228.48,499.69,144.66,848
1140,69363.87,6028.32,19,6,7,449.06,7.77,208,1,228.48,151.89,462.46,737
2374.84,17790.36,1281.53,14,4,7,2019.36,136.21,119,1,42.35,62.67,313.13,771
2279.54,17790.36,1281.53,14,4,11,2019.36,136.21,123,1,42.35,157.98,217.83,771
2298.8,17790.36,1281.53,14,4,10,2019.36,136.21,126,1,42.35,138.71,237.09,651
2119.23,35286.5,2929.54,24,2,22,1609.58,54.74,81,1,34.75,33.31,474.9,804
1801.96,35286.5,2929.54,24,2,22,1609.58,54.74,87,0,34.75,390.58,157.63,457
391.01,18784.38,1574.36,5,1,10,55.2,3.53,292,0,11.69,101.63,324.12,682
375.24,18784.38,1574.36,5,1,10,55.2,3.53,295,0,11.69,97.4,308.35,714
1505.15,29968.56,2698.38,6,1,12,1022.13,40.93,205,0,21.03,36.81,461.99,591
1461.6,29968.56,2698.38,6,1,12,1022.13,40.93,208,0,21.03,110.36,418.44,550
1488.07,29968.56,2698.38,6,1,12,1022.13,40.93,209,0,21.03,53.89,444.91,786
4957.4,14235.88,1012.32,24,9,17,4633.81,390.60,72,1,62.54,57.64,261.05,469
